branch-load-misses,branch-loads,dTLB-loads,dTLB-stores,iTLB-loads,iTLB-stores,L1-dcache-load-misses,L1-dcache-store-misses,L1-dcache-stores,L1-icache-load-misses,L1-icache-store-misses,node-loads,node-stores,branch-instructions,branch-misses,instructions,type,apk
413040452,413040452,1589634620,1589634620,10817874,10817874,11385578,0,1265823432,15735971,0,0,0,327911197,15761548,4910993917,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
414407768,414407768,1593735613,1593735613,10817874,10817874,11385578,0,1265823432,15735971,0,0,0,333747948,16139192,4989071991,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
415403324,415403324,1596408700,1596408700,10817874,10817874,11385578,0,1265823432,15735971,0,0,0,335681001,16319539,5010423428,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
420972915,420992267,1617141023,1617230066,10817874,10817874,11385578,0,1265823432,15735971,0,0,0,341780886,16518171,5109396382,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
425115093,425115093,1629676056,1629676056,10817874,10817874,11385578,0,1265830790,15736667,0,0,0,344114179,16674518,5141916521,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
426613932,426613932,1633981068,1633981068,10819413,10819413,11390536,0,1265830790,15736667,0,0,0,349873206,16844023,5234975841,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
427031027,427031027,1635331540,1635340528,10819413,10819413,11390536,0,1265830790,15736667,0,0,0,350952394,16936776,5250035377,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
427482493,427482493,1636583529,1636583529,10819413,10819413,11390536,0,1265830790,15736667,0,0,0,355249273,17196265,5301246694,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
433296110,433296110,1660828382,1660828382,10819413,10819413,11390536,0,1265830790,15736667,0,0,0,359896792,17434907,5380688367,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
443478476,443499441,1704982104,1705069373,10819413,10819413,11390536,0,0,0,0,0,0,365169687,17832410,5453588664,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
2651266,2687377,8340485,8451070,166074,166074,204949,0,0,0,0,0,0,0,0,0,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
11163815,11163815,40469458,40473711,380111,389322,530287,0,0,0,0,0,0,0,0,0,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
20823734,20828948,74682812,74687847,891885,893524,947516,0,1037606,51338,0,0,0,0,0,0,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
26856576,26879944,97354571,97453570,1326462,1329141,1317260,0,19027604,217586,0,0,0,0,0,0,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
31745519,31745519,112386687,112386687,1646712,1652001,1525892,0,34594625,331050,0,0,0,0,0,0,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
36757521,36761549,120155877,120169274,2145956,2145956,1870975,0,34594625,331050,0,0,0,0,0,0,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
43523081,43541599,146079855,146119209,2466021,2466021,2120998,0,34594625,331050,0,0,0,0,0,0,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
50614549,50614549,172558757,172558757,2556918,2556918,2241101,0,34594625,331050,0,0,0,557091,84679,3074448,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
50877478,50877478,173259243,173301866,2763173,2763519,2452929,0,34594625,331050,0,0,0,5705475,292616,90671203,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
52581424,52581424,177801501,177801501,2858108,2858108,2506639,0,34844945,335288,0,0,0,10115281,505096,162175784,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
57905771,57905771,197126927,197126927,3076376,3076376,2600901,0,34844945,335288,0,0,0,17376457,746242,287288403,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
63004681,63004681,215973480,215973480,3100861,3100861,2613535,0,34844945,335288,0,0,0,25325500,1075347,424064259,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
67091696,67098102,231510446,231596523,3335143,3335143,2728317,0,34844945,335288,0,0,0,28914977,1773657,456886910,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
72178226,72178226,243115014,243115014,3360329,3360329,2835908,0,34844945,335288,0,0,0,33753989,2146787,521067137,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
78873658,78873658,270706605,270706605,3402935,3407489,2864023,0,34844945,335288,0,0,0,37386167,2343876,549051883,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
84851104,84851104,296309879,296309879,3533081,3534094,3080947,0,34844945,335288,0,0,0,39360716,2479644,567562605,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
85143371,85143371,296845021,296845021,3629094,3629094,3343530,0,35415470,361976,0,0,0,43287996,2719488,625974075,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
85462148,85468320,297715694,297791971,3748532,3749333,3486421,0,35415470,361976,0,0,0,45471250,2899903,648085482,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
85883572,85988334,298688852,298751190,3875018,3875018,3706540,0,35415470,361976,0,0,0,48718885,3327992,690277294,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
92793149,92793149,325253098,325253098,4093232,4093232,3959978,0,35415470,361976,0,0,0,54588731,3496747,780231280,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
98708764,98733004,348635189,348732836,4330281,4330281,4113432,0,35415470,361976,0,0,0,56607210,3748060,795379267,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
102563529,102577902,361135037,361251261,4533741,4536223,4232608,0,35415470,361976,0,0,0,58753565,4067723,811358654,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
107886618,107886618,381289294,381289294,4761628,4761628,4386604,0,35415470,361976,0,0,0,64391230,4400704,903994585,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
113804042,113804042,406964753,406964753,4940189,4940398,4645241,0,35415470,361976,0,0,0,66103341,4696400,921286398,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
